Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
OD5085,Shah,Food Grains,Organic Staples,Kanyakumari,11-08-2016,South,2353,0.17,1011.79,Tamil Nadu
OD5086,Suresh,Fruits & Veggies,Fresh Fruits,Coimbatore,3/27/2018,South,2200,0.27,902,Tamil Nadu
OD5087,Vince,Food Grains,Dals & Pulses,Nagercoil,12-06-2016,South,2053,0.23,739.08,Tamil Nadu
OD5088,Veronica,Food Grains,Atta & Flour,Tenkasi,12-03-2018,South,2325,0.12,1046.25,Tamil Nadu
OD5089,Alan,"Eggs, Meat & Fish",Chicken,Coimbatore,08-07-2018,South,2415,0.15,120.75,Tamil Nadu
OD5090,James,Oil & Masala,Masalas,Cumbum,05-02-2015,South,537,0.34,53.7,Tamil Nadu
OD5091,Yadav,Food Grains,Organic Staples,Namakkal,09-05-2017,South,1273,0.24,343.71,Tamil Nadu
OD5092,Peer,Beverages,Soft Drinks,Pudukottai,04-11-2015,South,1867,0.24,448.08,Tamil Nadu
OD5093,Veena,Food Grains,Dals & Pulses,Madurai,7/29/2018,South,2298,0.18,505.56,Tamil Nadu
OD5094,Veena,Oil & Masala,Masalas,Coimbatore,04-11-2015,South,682,0.31,170.5,Tamil Nadu
OD5095,Aditi,Bakery,Cakes,Salem,8/23/2018,South,2126,0.35,935.44,Tamil Nadu
OD5096,Sharon,"Eggs, Meat & Fish",Eggs,Pudukottai,5/27/2015,West,1878,0.18,131.46,Tamil Nadu
OD5097,Malik,Oil & Masala,Spices,Kanyakumari,12/21/2016,West,1202,0.2,168.28,Tamil Nadu
OD5098,Amrish,Beverages,Health Drinks,Kanyakumari,12/18/2018,West,1867,0.34,317.39,Tamil Nadu
OD5099,Surya,Snacks,Cookies,Viluppuram,06-04-2016,West,639,0.21,166.14,Tamil Nadu
OD5100,Hussain,Beverages,Health Drinks,Chennai,12/14/2016,West,739,0.19,169.97,Tamil Nadu
OD5101,Veronica,Snacks,Chocolates,Nagercoil,7/27/2015,West,2050,0.12,676.5,Tamil Nadu
OD5102,Alan,Oil & Masala,Spices,Vellore,09-12-2016,West,2498,0.29,749.4,Tamil Nadu
OD5103,Sudeep,"Eggs, Meat & Fish",Mutton,Karur,06-04-2016,West,2380,0.35,214.2,Tamil Nadu
OD5104,Esther,Snacks,Chocolates,Ooty,3/29/2016,West,1789,0.29,178.9,Tamil Nadu
OD5105,Adavan,Food Grains,Rice,Viluppuram,4/25/2018,West,1736,0.22,711.76,Tamil Nadu
OD5106,Suresh,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,7/17/2017,West,2399,0.13,359.85,Tamil Nadu
OD5107,Sudeep,Bakery,Breads & Buns,Pudukottai,11-03-2018,West,2191,0.24,832.58,Tamil Nadu
OD5108,Sabeela,Oil & Masala,Masalas,Kanyakumari,11-05-2017,West,2114,0.15,486.22,Tamil Nadu
OD5109,Vince,Oil & Masala,Spices,Ooty,11/13/2018,West,1040,0.1,52,Tamil Nadu
OD5110,Mathew,Fruits & Veggies,Organic Vegetables,Kanyakumari,7/27/2018,West,1957,0.29,743.66,Tamil Nadu
OD5111,Jackson,Bakery,Cakes,Nagercoil,5/22/2018,West,2343,0.33,773.19,Tamil Nadu
OD5112,Sudeep,"Eggs, Meat & Fish",Eggs,Krishnagiri,10/23/2016,West,1748,0.2,87.4,Tamil Nadu
OD5113,Harish,Oil & Masala,Masalas,Namakkal,2/27/2016,West,888,0.11,248.64,Tamil Nadu
OD5114,Komal,Oil & Masala,Spices,Bodi,10-12-2018,West,1141,0.23,171.15,Tamil Nadu
OD5115,Mathew,Snacks,Noodles,Bodi,11/27/2017,West,1787,0.11,661.19,Tamil Nadu
OD5116,Alan,Snacks,Cookies,Madurai,9/24/2016,West,1360,0.33,340,Tamil Nadu
OD5117,Veena,Fruits & Veggies,Organic Fruits,Cumbum,9/24/2016,West,1699,0.21,84.95,Tamil Nadu
OD5118,Vinne,Fruits & Veggies,Organic Vegetables,Namakkal,12/17/2016,West,1183,0.28,485.03,Tamil Nadu
OD5119,Sabeela,Snacks,Noodles,Ooty,4/13/2016,West,862,0.29,103.44,Tamil Nadu
OD5120,Vince,"Eggs, Meat & Fish",Mutton,Bodi,3/17/2017,West,538,0.21,118.36,Tamil Nadu
OD5121,Harish,Bakery,Biscuits,Ramanadhapuram,6/27/2017,West,644,0.22,167.44,Tamil Nadu
OD5122,Suresh,Bakery,Breads & Buns,Salem,7/17/2017,West,2025,0.16,405,Tamil Nadu
OD5123,Esther,Bakery,Cakes,Perambalur,06-09-2016,West,1889,0.22,113.34,Tamil Nadu
OD5124,Yadav,"Eggs, Meat & Fish",Fish,Virudhunagar,12/29/2015,West,1155,0.22,334.95,Tamil Nadu
OD5125,Komal,Oil & Masala,Masalas,Cumbum,06-12-2018,West,629,0.33,194.99,Tamil Nadu
OD5126,Muneer,Oil & Masala,Edible Oil & Ghee,Tirunelveli,04-11-2016,West,1212,0.12,109.08,Tamil Nadu
OD5127,Akash,Bakery,Biscuits,Vellore,6/24/2017,West,2039,0.16,876.77,Tamil Nadu
OD5128,Rumaiza,Fruits & Veggies,Fresh Vegetables,Chennai,12-10-2018,West,2113,0.18,169.04,Tamil Nadu
OD5129,Komal,"Eggs, Meat & Fish",Chicken,Vellore,12/14/2016,West,527,0.22,184.45,Tamil Nadu
OD5130,Jonas,Bakery,Biscuits,Tirunelveli,6/23/2016,West,2353,0.13,588.25,Tamil Nadu
OD5131,Jackson,Beverages,Health Drinks,Bodi,07-07-2017,West,1652,0.16,280.84,Tamil Nadu
OD5132,Surya,Beverages,Soft Drinks,Virudhunagar,12/25/2016,West,1476,0.25,457.56,Tamil Nadu
OD5133,Haseena,Oil & Masala,Edible Oil & Ghee,Viluppuram,06-11-2018,West,2115,0.3,803.7,Tamil Nadu
OD5134,Amy,Fruits & Veggies,Fresh Fruits,Cumbum,4/19/2017,West,2373,0.16,355.95,Tamil Nadu
OD5135,Sudeep,Beverages,Soft Drinks,Karur,08-04-2015,West,2238,0.26,447.6,Tamil Nadu
OD5136,Amrish,Snacks,Noodles,Coimbatore,10/26/2015,West,1393,0.25,515.41,Tamil Nadu
OD5137,Haseena,Snacks,Cookies,Tenkasi,12-03-2018,West,1056,0.14,359.04,Tamil Nadu
OD5138,Esther,Beverages,Soft Drinks,Salem,3/23/2015,West,1813,0.11,199.43,Tamil Nadu
OD5139,Amrish,Snacks,Cookies,Perambalur,6/23/2017,West,1052,0.19,252.48,Tamil Nadu
OD5140,Amrish,Food Grains,Atta & Flour,Madurai,12-03-2018,West,1722,0.18,309.96,Tamil Nadu
OD5141,Amrish,Bakery,Cakes,Ramanadhapuram,10/31/2015,West,659,0.15,230.65,Tamil Nadu
OD5142,Hussain,"Eggs, Meat & Fish",Mutton,Tirunelveli,5/27/2015,West,1841,0.3,644.35,Tamil Nadu
OD5143,Jonas,Fruits & Veggies,Organic Vegetables,Salem,7/22/2017,Central,1908,0.1,744.12,Tamil Nadu
OD5144,Muneer,Beverages,Health Drinks,Perambalur,12-04-2018,Central,1610,0.34,531.3,Tamil Nadu
OD5145,Hussain,Fruits & Veggies,Organic Vegetables,Tenkasi,09-07-2018,Central,1294,0.24,439.96,Tamil Nadu
OD5146,Sharon,Oil & Masala,Edible Oil & Ghee,Madurai,7/31/2017,Central,2181,0.21,697.92,Tamil Nadu
OD5147,Veena,Beverages,Soft Drinks,Theni,09-01-2017,Central,532,0.3,63.84,Tamil Nadu
OD5148,Ravi,Beverages,Health Drinks,Namakkal,12-09-2017,Central,651,0.16,240.87,Tamil Nadu
OD5149,Mathew,Beverages,Soft Drinks,Nagercoil,08-05-2018,Central,920,0.29,64.4,Tamil Nadu
OD5150,Arvind,"Eggs, Meat & Fish",Fish,Cumbum,03-03-2018,Central,595,0.35,178.5,Tamil Nadu
OD5151,Amy,"Eggs, Meat & Fish",Mutton,Kanyakumari,12-09-2017,Central,1195,0.33,478,Tamil Nadu
OD5152,Sharon,"Eggs, Meat & Fish",Eggs,Ooty,03-05-2016,Central,2038,0.29,733.68,Tamil Nadu
OD5153,Yadav,Bakery,Breads & Buns,Virudhunagar,06-01-2016,Central,974,0.19,185.06,Tamil Nadu
OD5154,Krithika,Snacks,Chocolates,Karur,06-01-2016,Central,1272,0.26,508.8,Tamil Nadu
OD5155,Yusuf,Snacks,Noodles,Perambalur,11-11-2017,Central,1278,0.15,575.1,Tamil Nadu
OD5156,Jackson,Beverages,Health Drinks,Bodi,9/22/2017,Central,1727,0.2,189.97,Tamil Nadu
OD5157,Willams,Food Grains,Rice,Tenkasi,10/20/2017,Central,2108,0.13,653.48,Tamil Nadu
OD5158,Veronica,Oil & Masala,Spices,Theni,7/21/2015,Central,2345,0.11,422.1,Tamil Nadu
OD5159,Adavan,"Eggs, Meat & Fish",Eggs,Karur,8/26/2017,Central,964,0.14,318.12,Tamil Nadu
OD5160,Sudha,Food Grains,Atta & Flour,Krishnagiri,12-08-2018,Central,552,0.14,138,Tamil Nadu
OD5161,Haseena,Bakery,Breads & Buns,Dharmapuri,11/13/2016,Central,2266,0.32,362.56,Tamil Nadu
OD5162,Willams,Fruits & Veggies,Organic Vegetables,Nagercoil,8/26/2017,Central,1193,0.27,202.81,Tamil Nadu
OD5163,Shah,"Eggs, Meat & Fish",Fish,Madurai,11/19/2015,Central,2139,0.13,213.9,Tamil Nadu
OD5164,Hussain,"Eggs, Meat & Fish",Chicken,Vellore,05-08-2016,Central,1555,0.3,93.3,Tamil Nadu
OD5165,Kumar,"Eggs, Meat & Fish",Chicken,Madurai,9/13/2017,Central,1936,0.27,425.92,Tamil Nadu
OD5166,Yadav,"Eggs, Meat & Fish",Fish,Trichy,7/29/2018,Central,2459,0.34,1008.19,Tamil Nadu
OD5167,Muneer,Fruits & Veggies,Fresh Fruits,Virudhunagar,9/13/2016,Central,2106,0.17,926.64,Tamil Nadu
OD5168,Vidya,Oil & Masala,Spices,Nagercoil,08-07-2018,Central,883,0.18,220.75,Tamil Nadu
OD5169,Hussain,Oil & Masala,Masalas,Dharmapuri,9/23/2018,Central,1034,0.14,268.84,Tamil Nadu
OD5170,Ram,Snacks,Noodles,Vellore,04-03-2017,Central,1571,0.21,219.94,Tamil Nadu
OD5171,Alan,"Eggs, Meat & Fish",Eggs,Bodi,11-08-2016,Central,2117,0.13,910.31,Tamil Nadu
OD5172,Yusuf,"Eggs, Meat & Fish",Eggs,Coimbatore,7/31/2017,Central,1149,0.27,333.21,Tamil Nadu
OD5173,Komal,"Eggs, Meat & Fish",Chicken,Coimbatore,12-02-2018,Central,1908,0.29,782.28,Tamil Nadu
OD5174,Amrish,Bakery,Breads & Buns,Ramanadhapuram,12-03-2015,Central,1932,0.35,270.48,Tamil Nadu
OD5175,Verma,Food Grains,Atta & Flour,Viluppuram,07-04-2016,Central,1081,0.25,140.53,Tamil Nadu
OD5176,Akash,Bakery,Biscuits,Coimbatore,12-04-2018,Central,619,0.13,198.08,Tamil Nadu
OD5177,Sudeep,Bakery,Cakes,Madurai,09-04-2017,Central,765,0.13,114.75,Tamil Nadu
OD5178,Vinne,"Eggs, Meat & Fish",Fish,Krishnagiri,10/14/2017,Central,2463,0.33,221.67,Tamil Nadu
OD5179,Ridhesh,Oil & Masala,Spices,Ramanadhapuram,9/13/2017,Central,1350,0.14,108,Tamil Nadu
OD5180,Jonas,Bakery,Biscuits,Dindigul,03-08-2016,Central,2403,0.17,360.45,Tamil Nadu
OD5181,Sudha,Bakery,Cakes,Madurai,10/20/2017,Central,2262,0.16,452.4,Tamil Nadu
OD5182,Ridhesh,Oil & Masala,Masalas,Theni,08-10-2018,Central,523,0.3,120.29,Tamil Nadu
OD5183,Aditi,Bakery,Cakes,Namakkal,6/24/2017,Central,1972,0.15,571.88,Tamil Nadu
OD5184,Jackson,Bakery,Breads & Buns,Pudukottai,10/23/2018,Central,2078,0.26,831.2,Tamil Nadu
OD5185,Rumaiza,"Eggs, Meat & Fish",Fish,Tenkasi,2/21/2018,Central,2336,0.16,630.72,Tamil Nadu
OD5186,Vinne,Oil & Masala,Edible Oil & Ghee,Cumbum,3/27/2018,Central,1450,0.18,232,Tamil Nadu
OD5187,Vidya,Bakery,Biscuits,Vellore,11/20/2017,Central,991,0.1,416.22,Tamil Nadu
OD5188,Shree,Snacks,Noodles,Bodi,5/19/2018,Central,984,0.2,393.6,Tamil Nadu
OD5189,Verma,Fruits & Veggies,Organic Fruits,Kanyakumari,05-06-2017,Central,2448,0.27,538.56,Tamil Nadu
OD5190,Sheeba,Food Grains,Dals & Pulses,Namakkal,3/31/2015,Central,2150,0.13,322.5,Tamil Nadu
OD5191,Harish,Oil & Masala,Edible Oil & Ghee,Viluppuram,11-12-2015,Central,936,0.33,56.16,Tamil Nadu
OD5192,Ganesh,Snacks,Chocolates,Cumbum,04-06-2016,Central,526,0.18,231.44,Tamil Nadu
OD5193,Roshan,Fruits & Veggies,Fresh Fruits,Namakkal,02-09-2018,Central,1523,0.35,487.36,Tamil Nadu
OD5194,Shah,Bakery,Cakes,Namakkal,02-06-2016,Central,1097,0.15,186.49,Tamil Nadu
OD5195,Harish,Snacks,Chocolates,Nagercoil,11/22/2017,Central,661,0.15,271.01,Tamil Nadu
OD5196,Jackson,Bakery,Breads & Buns,Bodi,05-11-2015,Central,2143,0.28,535.75,Tamil Nadu
OD5197,Shah,"Eggs, Meat & Fish",Chicken,Tirunelveli,6/25/2018,Central,2081,0.28,187.29,Tamil Nadu
OD5198,Harish,Fruits & Veggies,Organic Fruits,Namakkal,11/23/2018,Central,561,0.11,61.71,Tamil Nadu
OD5199,Hussain,"Eggs, Meat & Fish",Chicken,Nagercoil,12/20/2016,Central,1804,0.21,288.64,Tamil Nadu
OD5200,Roshan,Fruits & Veggies,Organic Fruits,Dindigul,5/15/2018,Central,532,0.25,175.56,Tamil Nadu
OD5201,Jonas,Snacks,Chocolates,Coimbatore,9/23/2018,Central,1130,0.33,67.8,Tamil Nadu
OD5202,Amrish,Fruits & Veggies,Organic Fruits,Nagercoil,7/20/2016,Central,1615,0.29,646,Tamil Nadu
OD5203,Krithika,Snacks,Noodles,Trichy,05-09-2017,Central,1076,0.3,258.24,Tamil Nadu
OD5204,Rumaiza,Oil & Masala,Masalas,Vellore,03-05-2016,Central,2125,0.2,318.75,Tamil Nadu
OD5205,Krithika,Snacks,Chocolates,Virudhunagar,11-11-2015,Central,616,0.21,178.64,Tamil Nadu
OD5206,Sharon,Snacks,Cookies,Ooty,6/20/2015,Central,637,0.13,31.85,Tamil Nadu
OD5207,Peer,Snacks,Cookies,Vellore,08-03-2018,Central,1969,0.22,295.35,Tamil Nadu
OD5208,Krithika,"Eggs, Meat & Fish",Fish,Krishnagiri,12/14/2015,Central,2330,0.16,768.9,Tamil Nadu
OD5209,Adavan,Beverages,Health Drinks,Dindigul,06-08-2016,Central,1690,0.14,608.4,Tamil Nadu
OD5210,Vince,Snacks,Chocolates,Tirunelveli,11/21/2017,Central,1405,0.14,126.45,Tamil Nadu
OD5211,Kumar,Food Grains,Dals & Pulses,Namakkal,11-01-2017,Central,985,0.32,216.7,Tamil Nadu
OD5212,Adavan,Snacks,Cookies,Theni,09-02-2018,Central,2202,0.34,616.56,Tamil Nadu
OD5213,Shah,Fruits & Veggies,Fresh Fruits,Karur,4/16/2016,Central,1808,0.34,578.56,Tamil Nadu
OD5214,Malik,Fruits & Veggies,Organic Fruits,Tenkasi,04-02-2016,Central,630,0.22,214.2,Tamil Nadu
OD5215,Haseena,Beverages,Soft Drinks,Trichy,4/18/2015,Central,1350,0.28,567,Tamil Nadu
OD5216,Krithika,"Eggs, Meat & Fish",Eggs,Coimbatore,10/13/2017,Central,2323,0.29,394.91,Tamil Nadu
OD5217,Akash,"Eggs, Meat & Fish",Eggs,Cumbum,10/23/2016,Central,2162,0.31,756.7,Tamil Nadu
OD5218,Willams,Bakery,Breads & Buns,Krishnagiri,12/19/2015,Central,2194,0.15,899.54,Tamil Nadu
OD5219,Krithika,Fruits & Veggies,Fresh Fruits,Krishnagiri,6/26/2016,Central,1454,0.34,101.78,Tamil Nadu
OD5220,Hussain,Bakery,Cakes,Salem,11-11-2015,Central,2384,0.16,309.92,Tamil Nadu
OD5221,Ridhesh,"Eggs, Meat & Fish",Eggs,Ramanadhapuram,10/19/2018,Central,1997,0.27,539.19,Tamil Nadu
OD5222,Arvind,Beverages,Health Drinks,Bodi,4/13/2016,Central,1842,0.27,460.5,Tamil Nadu
OD5223,Peer,Beverages,Soft Drinks,Ooty,11-02-2015,Central,573,0.33,257.85,Tamil Nadu
OD5224,Suresh,Snacks,Noodles,Tenkasi,03-03-2017,Central,1640,0.29,360.8,Tamil Nadu
OD5225,Shah,Fruits & Veggies,Organic Fruits,Pudukottai,3/25/2018,Central,1288,0.2,128.8,Tamil Nadu
OD5226,Ravi,Snacks,Cookies,Vellore,12/20/2016,Central,1532,0.1,229.8,Tamil Nadu
OD5227,Yusuf,Food Grains,Rice,Tirunelveli,05-06-2018,Central,2265,0.2,203.85,Tamil Nadu
OD5228,Kumar,Fruits & Veggies,Fresh Vegetables,Madurai,10-01-2016,Central,871,0.19,270.01,Tamil Nadu
OD5229,Harish,Oil & Masala,Spices,Dindigul,12-12-2016,Central,1168,0.23,256.96,Tamil Nadu
OD5230,Vidya,Food Grains,Dals & Pulses,Nagercoil,4/16/2016,Central,1828,0.28,493.56,Tamil Nadu
OD5231,Verma,Bakery,Biscuits,Cumbum,1/30/2018,Central,522,0.35,36.54,Tamil Nadu
OD5232,Vince,Snacks,Chocolates,Dharmapuri,12-06-2015,Central,1425,0.17,242.25,Tamil Nadu
OD5233,Adavan,Snacks,Cookies,Kanyakumari,04-04-2018,Central,995,0.28,358.2,Tamil Nadu
OD5234,Harish,Oil & Masala,Edible Oil & Ghee,Tenkasi,1/30/2017,Central,2342,0.1,936.8,Tamil Nadu
OD5235,Haseena,Snacks,Chocolates,Dindigul,07-12-2016,Central,768,0.18,238.08,Tamil Nadu
OD5236,Shree,Fruits & Veggies,Organic Fruits,Coimbatore,5/28/2018,Central,1737,0.34,486.36,Tamil Nadu
OD5237,Harish,Oil & Masala,Edible Oil & Ghee,Virudhunagar,07-03-2018,Central,1003,0.26,270.81,Tamil Nadu
OD5238,Rumaiza,Fruits & Veggies,Organic Vegetables,Karur,12/20/2015,Central,1710,0.19,393.3,Tamil Nadu
OD5239,Amrish,Oil & Masala,Spices,Ooty,11-05-2017,Central,965,0.35,366.7,Tamil Nadu
OD5240,Aditi,Oil & Masala,Masalas,Cumbum,10/14/2015,Central,2227,0.1,935.34,Tamil Nadu
OD5241,Shree,Snacks,Cookies,Dindigul,11/23/2018,Central,711,0.28,227.52,Tamil Nadu
OD5242,Veronica,Fruits & Veggies,Organic Fruits,Coimbatore,12-01-2018,Central,856,0.11,171.2,Tamil Nadu
OD5243,Anu,Food Grains,Rice,Viluppuram,11/19/2017,Central,2006,0.19,581.74,Tamil Nadu
OD5244,Suresh,Bakery,Biscuits,Nagercoil,11/25/2018,Central,1099,0.1,296.73,Tamil Nadu
OD5245,Veronica,Food Grains,Organic Staples,Theni,11/14/2018,Central,2444,0.22,146.64,Tamil Nadu
OD5246,Harish,Beverages,Soft Drinks,Madurai,10/21/2017,Central,762,0.14,91.44,Tamil Nadu
OD5247,Yusuf,Beverages,Health Drinks,Ramanadhapuram,04-07-2016,Central,2307,0.21,922.8,Tamil Nadu
OD5248,Haseena,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,11/24/2017,Central,1894,0.18,757.6,Tamil Nadu
OD5249,Sundar,Snacks,Noodles,Kanyakumari,05-12-2016,Central,1448,0.23,289.6,Tamil Nadu
OD5250,Jonas,Bakery,Cakes,Pudukottai,09-02-2015,Central,949,0.3,275.21,Tamil Nadu
OD5251,Peer,Snacks,Cookies,Krishnagiri,04-02-2016,Central,1346,0.28,296.12,Tamil Nadu
OD5252,Ridhesh,Beverages,Health Drinks,Viluppuram,11-10-2017,Central,588,0.19,47.04,Tamil Nadu
OD5253,Sheeba,Snacks,Cookies,Dharmapuri,03-03-2017,Central,1134,0.22,453.6,Tamil Nadu
OD5254,Sundar,Food Grains,Organic Staples,Dharmapuri,3/18/2018,Central,1642,0.31,525.44,Tamil Nadu
OD5255,Vidya,Food Grains,Atta & Flour,Viluppuram,04-08-2017,Central,1170,0.33,409.5,Tamil Nadu
OD5256,Sheeba,Fruits & Veggies,Fresh Fruits,Coimbatore,7/26/2015,Central,1795,0.2,789.8,Tamil Nadu
OD5257,Amy,"Eggs, Meat & Fish",Mutton,Coimbatore,5/23/2017,Central,1401,0.33,224.16,Tamil Nadu
OD5258,Alan,Bakery,Cakes,Madurai,9/26/2015,Central,960,0.3,57.6,Tamil Nadu
OD5259,Adavan,Oil & Masala,Spices,Tenkasi,09-02-2017,Central,1644,0.22,131.52,Tamil Nadu
OD5260,Yusuf,Beverages,Health Drinks,Salem,6/20/2015,Central,797,0.19,191.28,Tamil Nadu
OD5261,Amy,Oil & Masala,Masalas,Bodi,11-07-2016,Central,1623,0.31,194.76,Tamil Nadu
OD5262,Esther,Bakery,Biscuits,Virudhunagar,03-03-2017,Central,796,0.11,222.88,Tamil Nadu
OD5263,Vince,"Eggs, Meat & Fish",Chicken,Vellore,11/28/2015,Central,925,0.28,64.75,Tamil Nadu
OD5264,Ravi,"Eggs, Meat & Fish",Mutton,Bodi,4/17/2016,East,2083,0.22,104.15,Tamil Nadu
OD5265,Vince,"Eggs, Meat & Fish",Chicken,Nagercoil,08-08-2016,East,695,0.14,83.4,Tamil Nadu
OD5266,Sabeela,Beverages,Soft Drinks,Trichy,12-03-2018,East,1136,0.26,136.32,Tamil Nadu
OD5267,James,Fruits & Veggies,Fresh Fruits,Pudukottai,11-01-2016,East,1878,0.1,319.26,Tamil Nadu
OD5268,Jackson,Fruits & Veggies,Organic Fruits,Bodi,5/28/2016,East,1305,0.17,247.95,Tamil Nadu
OD5269,Alan,Snacks,Cookies,Dharmapuri,2/14/2016,East,942,0.11,160.14,Tamil Nadu
OD5270,Harish,Bakery,Breads & Buns,Perambalur,3/20/2018,East,566,0.11,209.42,Tamil Nadu
OD5271,Willams,Bakery,Cakes,Salem,9/20/2015,East,2271,0.14,204.39,Tamil Nadu
OD5272,Sudeep,Snacks,Chocolates,Madurai,8/18/2018,East,2344,0.3,468.8,Tamil Nadu
OD5273,Sudeep,Fruits & Veggies,Organic Vegetables,Ooty,09-01-2017,East,1098,0.18,417.24,Tamil Nadu
OD5274,Yusuf,Beverages,Health Drinks,Perambalur,12/25/2016,East,1654,0.1,479.66,Tamil Nadu
OD5275,Veronica,Beverages,Health Drinks,Trichy,9/17/2016,East,551,0.28,198.36,Tamil Nadu
OD5276,Peer,Snacks,Cookies,Ramanadhapuram,9/26/2016,East,809,0.13,113.26,Tamil Nadu
OD5277,Krithika,Oil & Masala,Masalas,Tirunelveli,9/20/2018,East,653,0.16,182.84,Tamil Nadu
OD5278,Vidya,Oil & Masala,Spices,Karur,9/20/2018,East,1317,0.19,131.7,Tamil Nadu
OD5279,Malik,Oil & Masala,Masalas,Nagercoil,08-06-2015,East,1356,0.28,352.56,Tamil Nadu
OD5280,Ridhesh,Beverages,Soft Drinks,Dindigul,07-09-2018,East,1985,0.23,873.4,Tamil Nadu
OD5281,Alan,Snacks,Cookies,Ramanadhapuram,4/29/2015,East,1531,0.21,643.02,Tamil Nadu
OD5282,Mathew,Beverages,Health Drinks,Ramanadhapuram,11/13/2016,East,1691,0.22,101.46,Tamil Nadu
OD5283,Sabeela,Beverages,Soft Drinks,Chennai,02-04-2017,East,2274,0.1,204.66,Tamil Nadu
OD5284,Vince,"Eggs, Meat & Fish",Eggs,Madurai,5/22/2017,East,1563,0.19,593.94,Tamil Nadu
OD5285,Adavan,Snacks,Cookies,Virudhunagar,07-02-2015,East,1647,0.29,510.57,Tamil Nadu
OD5286,Verma,"Eggs, Meat & Fish",Fish,Tenkasi,3/13/2018,East,2376,0.32,736.56,Tamil Nadu
OD5287,Sheeba,Beverages,Health Drinks,Pudukottai,12-11-2018,East,2201,0.12,660.3,Tamil Nadu
OD5288,Akash,Food Grains,Rice,Vellore,11/14/2017,East,806,0.13,249.86,Tamil Nadu
OD5289,Esther,"Eggs, Meat & Fish",Fish,Karur,4/19/2017,East,1204,0.3,120.4,Tamil Nadu
OD5290,Esther,Beverages,Health Drinks,Madurai,9/20/2018,East,1539,0.17,338.58,Tamil Nadu
OD5291,Roshan,Oil & Masala,Edible Oil & Ghee,Nagercoil,12/25/2018,East,1483,0.23,266.94,Tamil Nadu
OD5292,Alan,"Eggs, Meat & Fish",Eggs,Tirunelveli,10-12-2018,East,639,0.31,217.26,Tamil Nadu
OD5293,Peer,Snacks,Chocolates,Namakkal,09-01-2015,East,770,0.13,192.5,Tamil Nadu
OD5294,Malik,Beverages,Soft Drinks,Viluppuram,11-11-2017,East,2495,0.13,249.5,Tamil Nadu
OD5295,Ridhesh,Food Grains,Rice,Ooty,12/26/2017,East,1442,0.27,519.12,Tamil Nadu
OD5296,Adavan,Oil & Masala,Edible Oil & Ghee,Dharmapuri,2/16/2017,East,1142,0.29,433.96,Tamil Nadu
OD5297,Alan,Oil & Masala,Masalas,Karur,9/20/2018,East,1122,0.35,426.36,Tamil Nadu
OD5298,Sheeba,Bakery,Cakes,Virudhunagar,11/17/2018,East,1054,0.17,474.3,Tamil Nadu
OD5299,Anu,"Eggs, Meat & Fish",Fish,Dharmapuri,6/17/2015,East,2251,0.34,607.77,Tamil Nadu
OD5300,Akash,Oil & Masala,Spices,Dharmapuri,07-09-2016,East,1508,0.22,422.24,Tamil Nadu
OD5301,James,Snacks,Noodles,Vellore,11/13/2016,East,2230,0.3,602.1,Tamil Nadu
OD5302,Shah,Bakery,Breads & Buns,Perambalur,11/14/2017,East,763,0.13,91.56,Tamil Nadu
OD5303,Akash,"Eggs, Meat & Fish",Eggs,Chennai,12-01-2017,East,2361,0.28,755.52,Tamil Nadu
OD5304,Akash,Food Grains,Dals & Pulses,Dindigul,12/21/2018,East,2232,0.14,803.52,Tamil Nadu
OD5305,Akash,Bakery,Breads & Buns,Tirunelveli,9/14/2017,East,643,0.26,212.19,Tamil Nadu
OD5306,Vidya,Snacks,Noodles,Perambalur,09-07-2015,East,1775,0.3,461.5,Tamil Nadu
OD5307,Kumar,Food Grains,Atta & Flour,Perambalur,6/26/2018,East,1713,0.22,411.12,Tamil Nadu
OD5308,Yusuf,"Eggs, Meat & Fish",Eggs,Tirunelveli,5/14/2018,East,2455,0.15,589.2,Tamil Nadu
OD5309,Haseena,Fruits & Veggies,Organic Fruits,Karur,9/17/2016,East,1620,0.31,162,Tamil Nadu
OD5310,Vince,Beverages,Health Drinks,Cumbum,9/20/2018,East,2411,0.26,626.86,Tamil Nadu
OD5311,Suresh,Oil & Masala,Edible Oil & Ghee,Coimbatore,1/27/2018,East,743,0.1,59.44,Tamil Nadu
OD5312,Arvind,"Eggs, Meat & Fish",Mutton,Theni,09-04-2018,East,1286,0.15,450.1,Tamil Nadu
OD5313,Surya,Food Grains,Organic Staples,Chennai,11-07-2018,East,1011,0.21,384.18,Tamil Nadu
OD5314,Veronica,Food Grains,Rice,Vellore,9/17/2018,East,1122,0.35,415.14,Tamil Nadu
OD5315,Esther,"Eggs, Meat & Fish",Mutton,Dindigul,12/14/2015,East,2283,0.34,342.45,Tamil Nadu
OD5316,Surya,Beverages,Health Drinks,Tenkasi,12-04-2016,East,667,0.19,213.44,Tamil Nadu
OD5317,Ganesh,Bakery,Breads & Buns,Chennai,11-03-2015,East,632,0.22,246.48,Tamil Nadu
OD5318,Akash,Oil & Masala,Masalas,Ooty,11-01-2016,East,1783,0.12,338.77,Tamil Nadu
